tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
351,Washington St,Paulus Hook,29638,Subscriber,1986,32,Female
215,Washington St,Columbus Drive,33630,Subscriber,1969,49,Unknown
460,Washington St,Monmouth and 6th,26158,Customer,1993,25,Female
234,Washington St,Harborside,33626,Subscriber,1981,37,Male
250,Washington St,Manila & 1st,29482,Subscriber,1974,44,Male
2135,Washington St,Washington St,29448,Customer,1969,49,Unknown
2131,Washington St,Washington St,33674,Customer,1969,49,Unknown
403,Washington St,Dixon Mills,33654,Subscriber,1971,47,Male
1266,Washington St,Newport Pkwy,29571,Customer,1969,49,Unknown
742,Washington St,Marin Light Rail,33674,Subscriber,1982,36,Male
724,Washington St,Marin Light Rail,29647,Subscriber,1983,35,Female
213,Washington St,Warren St,29448,Subscriber,1992,26,Male
634,Washington St,Hamilton Park,29307,Subscriber,1993,25,Female
574,Washington St,Brunswick & 6th,26285,Subscriber,1998,20,Male
342,Washington St,Hamilton Park,33676,Subscriber,1978,40,Male
447,Washington St,Newport PATH,29665,Subscriber,1969,49,Unknown
263,Washington St,Grove St PATH,29300,Subscriber,1989,29,Female
205,Washington St,Newport Pkwy,29613,Subscriber,1988,30,Male
652,Washington St,Essex Light Rail,33630,Subscriber,1991,27,Male
225,Washington St,Harborside,29479,Subscriber,1988,30,Male
2688,Washington St,Harborside,29590,Subscriber,1971,47,Male
77,Washington St,Newport PATH,29571,Subscriber,1993,25,Male
142,Washington St,Newport PATH,29126,Subscriber,1994,24,Female
162,Washington St,Newport PATH,29471,Subscriber,1989,29,Female
123,Washington St,Newport PATH,33680,Subscriber,1982,36,Male
145,Washington St,Newport PATH,26263,Subscriber,1989,29,Female
389,Washington St,Essex Light Rail,29489,Subscriber,1971,47,Female
138,Washington St,Newport PATH,33695,Subscriber,1992,26,Male
134,Washington St,Newport PATH,29307,Subscriber,1988,30,Male
117,Washington St,Newport PATH,29680,Subscriber,1996,22,Female
305,Washington St,City Hall,29296,Subscriber,1975,43,Female
309,Washington St,Manila & 1st,33594,Subscriber,1969,49,Unknown
107,Washington St,Washington St,29556,Subscriber,1981,37,Male
225,Washington St,Harborside,33567,Subscriber,1981,37,Male
458,Washington St,Essex Light Rail,33629,Subscriber,1960,60,Male
122,Washington St,Newport PATH,29460,Subscriber,1987,31,Male
636,Washington St,Columbus Drive,29658,Subscriber,1976,42,Female
959,Washington St,5 Corners Library,29231,Subscriber,1982,36,Male
272,Washington St,Exchange Place,26207,Subscriber,1981,37,Male
261,Washington St,Manila & 1st,29583,Subscriber,1974,44,Male
1409,Washington St,Newport PATH,29484,Subscriber,1984,34,Male
284,Washington St,Warren St,29200,Subscriber,1971,47,Male
643,Washington St,Morris Canal,33608,Subscriber,1990,28,Male
2265,Washington St,Washington St,33604,Subscriber,1981,37,Male
223,Washington St,Hamilton Park,29257,Subscriber,1984,34,Male
1632,Washington St,York St,33669,Subscriber,1986,32,Female
434,Washington St,Paulus Hook,33604,Subscriber,1960,60,Male
2170,Washington St,Newport Pkwy,29556,Subscriber,1983,35,Male
496,Washington St,Hamilton Park,29521,Subscriber,1985,33,Female
305,Washington St,Monmouth and 6th,26206,Subscriber,1981,37,Female
993,Washington St,Brunswick & 6th,29524,Subscriber,1969,49,Unknown
441,Washington St,Harborside,29527,Subscriber,1991,27,Male
296,Washington St,Newport Pkwy,26170,Subscriber,1988,30,Male
212,Washington St,Newport Pkwy,29245,Subscriber,1991,27,Female
449,Washington St,Warren St,29258,Subscriber,1988,30,Male
1127,Washington St,Washington St,26311,Subscriber,1981,37,Male
1847,Washington St,York St,29646,Customer,1969,49,Unknown
1823,Washington St,York St,26311,Customer,1969,49,Unknown
171,Washington St,Newport PATH,33594,Subscriber,1985,33,Female
330,Washington St,Washington St,26311,Customer,1969,49,Unknown
1522,Washington St,Newport PATH,29279,Customer,1969,49,Unknown
1214,Washington St,Washington St,29646,Customer,1969,49,Unknown
330,Washington St,Grove St PATH,26311,Subscriber,1990,28,Male
228,Washington St,Harborside,29646,Subscriber,1989,29,Female
211,Washington St,Harborside,26196,Subscriber,1990,28,Male
389,Washington St,Grove St PATH,29286,Subscriber,1992,26,Female
384,Washington St,Grove St PATH,29469,Subscriber,1992,26,Male
177,Washington St,Newport Pkwy,29287,Subscriber,1993,25,Male
705,Washington St,Washington St,26214,Subscriber,1994,24,Female
800,Washington St,Marin Light Rail,19886,Subscriber,1986,32,Female
2746,Washington St,Washington St,29206,Customer,1969,49,Unknown
109,Washington St,Newport PATH,33640,Subscriber,1989,29,Female
100,Washington St,Newport PATH,26214,Subscriber,1989,29,Female
419,Washington St,Exchange Place,33564,Subscriber,1957,61,Male
2489,Washington St,Washington St,29206,Customer,1969,49,Unknown
71,Washington St,Newport PATH,29660,Subscriber,1994,24,Female
196,Washington St,Harborside,29279,Subscriber,1990,28,Male
384,Harborside,JC Medical Center,33627,Subscriber,1983,35,Male
199,Harborside,Washington St,29251,Subscriber,1989,29,Female
211,Harborside,Newport PATH,33605,Subscriber,1964,54,Male
243,Harborside,Newport PATH,26199,Subscriber,1969,49,Unknown
366,Harborside,Van Vorst Park,26287,Subscriber,1969,49,Unknown
100,Harborside,Exchange Place,29605,Subscriber,1989,29,Male
128,Harborside,Exchange Place,29444,Subscriber,1992,26,Male
329,Harborside,Newport PATH,26196,Subscriber,1969,49,Unknown
378,Harborside,Newport PATH,26229,Subscriber,1991,27,Male
285,Harborside,Newport PATH,29217,Subscriber,1988,30,Male
254,Harborside,Newport PATH,33625,Subscriber,1990,28,Female
4110,Harborside,Harborside,26295,Customer,1979,39,Female
4112,Harborside,Harborside,29533,Customer,1973,45,Male
162,Harborside,Columbus Drive,26288,Subscriber,1983,35,Male
444,Harborside,Newark Ave,29295,Subscriber,1976,42,Male
292,Harborside,Newport PATH,29533,Subscriber,1991,27,Male
183,Harborside,Warren St,29458,Subscriber,1952,66,Female
467,Harborside,JC Medical Center,26262,Subscriber,1982,36,Male
296,Harborside,Newport PATH,29447,Subscriber,1990,28,Male
282,Harborside,Newport PATH,33663,Subscriber,1978,40,Male
517,Harborside,Newport Pkwy,26235,Subscriber,1977,41,Male
752,Harborside,Hilltop,29509,Subscriber,1969,49,Male
795,Harborside,Harborside,26283,Subscriber,1970,48,Male
205,Harborside,Warren St,29509,Subscriber,1994,24,Male
1780,Harborside,Fairmount Ave,29526,Subscriber,1983,35,Male
304,Harborside,City Hall,29592,Subscriber,1990,28,Male
372,Harborside,Brunswick St,29680,Subscriber,1967,51,Male
218,Harborside,Paulus Hook,29529,Subscriber,1994,24,Male
282,Harborside,Newark Ave,29470,Subscriber,1990,28,Male
251,Harborside,Newark Ave,29253,Subscriber,1988,30,Male
448,Harborside,Hamilton Park,33648,Subscriber,1983,35,Male
735,Harborside,Liberty Light Rail,29535,Subscriber,1986,32,Male
139,Harborside,Warren St,33610,Subscriber,1989,29,Female
374,Harborside,Newport Pkwy,29266,Subscriber,1994,24,Male
331,Harborside,Newport PATH,28857,Subscriber,1982,36,Male
322,Harborside,Grove St PATH,29445,Subscriber,1986,32,Male
631,Harborside,Hamilton Park,29647,Subscriber,1971,47,Male
209,Harborside,Newport PATH,26283,Subscriber,56,56,Male
333,Harborside,Newport PATH,26295,Subscriber,1992,26,Male
2390,Harborside,Dixon Mills,26289,Subscriber,1969,49,Unknown
2151,Harborside,Brunswick St,26283,Subscriber,1988,30,Male
312,Harborside,Newport PATH,33620,Customer,1986,32,Male
410,Harborside,Newport PATH,26247,Customer,1986,32,Male
172,Harborside,Warren St,29569,Subscriber,1969,49,Unknown
243,Harborside,Washington St,26250,Subscriber,1989,29,Female
440,Harborside,Newport PATH,29290,Subscriber,1984,34,Male
449,Harborside,Newport Pkwy,29290,Subscriber,1949,69,Male
255,Harborside,Grove St PATH,26247,Subscriber,1969,49,Unknown
359,Harborside,Marin Light Rail,29285,Subscriber,1985,33,Male
365,Harborside,Dixon Mills,29618,Subscriber,1990,28,Male
340,Harborside,Dixon Mills,29122,Subscriber,1988,30,Male
4698,Harborside,Exchange Place,29437,Customer,1969,49,Unknown
335,Harborside,Marin Light Rail,29611,Subscriber,1963,55,Male
461,Harborside,Van Vorst Park,29503,Subscriber,1969,49,Unknown
233,Harborside,Newport PATH,26158,Subscriber,1988,30,Male
290,Harborside,Newport PATH,26291,Subscriber,1986,32,Male
1324,Harborside,Warren St,29242,Subscriber,1990,28,Male
311,Harborside,Grove St PATH,29666,Subscriber,1992,26,Male
303,Harborside,Exchange Place,29472,Subscriber,1985,33,Male
273,Harborside,Exchange Place,29255,Subscriber,1988,30,Male
149,Harborside,Exchange Place,26263,Subscriber,1990,28,Male
850,Harborside,Newport PATH,33680,Customer,1986,32,Male
1276,Harborside,Grand St,29302,Subscriber,1964,54,Male
1267,Harborside,Grand St,33670,Subscriber,1968,50,Female
1557,Harborside,Liberty Light Rail,26278,Subscriber,1970,48,Male
428,Harborside,Hamilton Park,29676,Subscriber,1988,30,Male
141,Harborside,Columbus Drive,29611,Subscriber,1990,28,Male
166,Harborside,Grove St PATH,29523,Subscriber,1984,34,Male
1042,Harborside,McGinley Square,29533,Subscriber,1973,45,Female
2197,Harborside,Harborside,26273,Customer,1991,27,Male
2187,Harborside,Harborside,26305,Customer,1994,24,Female
1075,Harborside,Washington St,26193,Customer,1969,49,Unknown
1044,Harborside,Washington St,29465,Customer,1969,49,Unknown
404,Harborside,Newark Ave,29533,Subscriber,1969,49,Unknown
822,Harborside,Hamilton Park,29554,Subscriber,1987,31,Female
323,Harborside,Newport PATH,33566,Subscriber,1994,24,Male
295,Harborside,Newport PATH,30546,Subscriber,1969,49,Unknown
1554,Harborside,Newark Ave,29243,Customer,1969,49,Unknown
498,Harborside,Marin Light Rail,26273,Subscriber,1988,30,Male
1157,Harborside,Harborside,29306,Subscriber,1985,33,Male
1165,Harborside,Harborside,33679,Subscriber,1988,30,Male
463,Harborside,Hamilton Park,33594,Subscriber,1995,23,Male
561,Harborside,Grove St PATH,33571,Subscriber,1964,54,Male
319,Harborside,Newport PATH,29485,Subscriber,1993,25,Unknown
716,Harborside,Warren St,33594,Subscriber,1969,49,Unknown
756,Harborside,Marin Light Rail,33651,Subscriber,1987,31,Female
752,Harborside,Marin Light Rail,33679,Subscriber,1989,29,Male
243,Harborside,York St,33571,Subscriber,1983,35,Male
109,Harborside,Exchange Place,33566,Subscriber,1969,49,Unknown
46459,Harborside,Hilltop,29306,Customer,1969,49,Unknown
190,Harborside,Newport PATH,29529,Subscriber,1984,34,Male
294,Harborside,Newport PATH,29206,Subscriber,1990,28,Male
269,Harborside,Grove St PATH,26312,Subscriber,1985,33,Male
1061,Harborside,York St,29479,Subscriber,1988,30,Male
625,Harborside,Liberty Light Rail,29517,Subscriber,1981,37,Female
418,Harborside,Harborside,33605,Subscriber,1991,27,Male
905,Harborside,Montgomery St,33605,Subscriber,1992,26,Male
955,Harborside,Montgomery St,29461,Subscriber,1969,49,Unknown
595,Harborside,Hamilton Park,29308,Subscriber,1990,28,Male
591,Harborside,Hamilton Park,33653,Subscriber,1989,29,Female
293,Harborside,Newark Ave,29511,Subscriber,1980,38,Male
270,Harborside,Washington St,29604,Subscriber,1993,25,Male
396,Harborside,Grove St PATH,26300,Subscriber,1992,26,Male
1397,Harborside,Sip Ave,29534,Subscriber,1974,44,Male
228,Harborside,Grand St,26250,Subscriber,1986,32,Male
678,Harborside,Newport Pkwy,33560,Subscriber,56,56,Male
671,Harborside,Newport Pkwy,26248,Subscriber,1995,23,Female
229,Harborside,Newport PATH,33670,Subscriber,1995,23,Male
2945,Harborside,Union St,26263,Subscriber,1987,31,Female
437,Harborside,Grove St PATH,29230,Subscriber,1975,43,Male
240,Harborside,Warren St,26251,Subscriber,1992,26,Male
1037,Harborside,JC Medical Center,33634,Subscriber,1992,26,Male
1047,Harborside,JC Medical Center,33564,Customer,1988,30,Male
984,Harborside,JC Medical Center,26300,Customer,1992,26,Female
893,Harborside,JC Medical Center,29234,Customer,1992,26,Female
228,Harborside,Newport PATH,26197,Subscriber,1988,30,Male
411,Harborside,City Hall,29546,Subscriber,1960,60,Male
850,Harborside,Newport Pkwy,29284,Customer,1969,49,Unknown
453,Harborside,Jersey & 3rd,29536,Subscriber,1988,30,Male
719,Harborside,Van Vorst Park,26303,Customer,1993,25,Female
690,Harborside,Van Vorst Park,29610,Subscriber,1990,28,Male
452,Harborside,Newport PATH,26318,Subscriber,1991,27,Male
292,Harborside,Newport PATH,26237,Subscriber,1969,49,Unknown
309,Harborside,Marin Light Rail,29288,Subscriber,1963,55,Male
311,Harborside,Marin Light Rail,29670,Subscriber,1964,54,Female
293,Harborside,Newport PATH,29251,Subscriber,1988,30,Male
138,Harborside,Exchange Place,26171,Subscriber,1992,26,Male
346,Harborside,Newport PATH,30546,Subscriber,1989,29,Male
375,Harborside,Newport PATH,33682,Subscriber,1991,27,Male
324,Harborside,Newport PATH,29282,Subscriber,1969,49,Unknown
424,Harborside,Paulus Hook,26268,Subscriber,1983,35,Male
479,Harborside,Jersey & 6th St,33679,Subscriber,1991,27,Female
275,Harborside,Harborside,26249,Subscriber,56,56,Male
263,Harborside,Warren St,29245,Subscriber,1996,22,Female
2045,Harborside,Harborside,33571,Subscriber,1963,65,Male
335,Harborside,Newport Pkwy,33617,Subscriber,1990,28,Male
315,Harborside,Newark Ave,26172,Subscriber,1994,24,Male
678,Harborside,Brunswick St,26219,Subscriber,1991,27,Female
319,Harborside,Van Vorst Park,29604,Subscriber,1986,32,Male
1229,Harborside,Harborside,26276,Subscriber,1970,48,Male
274,Harborside,Newport PATH,29485,Subscriber,1990,28,Male
380,Harborside,Newark Ave,33571,Subscriber,1990,28,Male
211,Harborside,Paulus Hook,33636,Subscriber,1983,35,Male
1192,Harborside,Heights Elevator,29523,Subscriber,1969,49,Unknown
1625,Harborside,Fairmount Ave,26157,Subscriber,1983,35,Male
134,Harborside,Washington St,29640,Subscriber,1989,29,Female
180,Harborside,Newport PATH,29265,Subscriber,1994,24,Male
706,Harborside,Liberty Light Rail,29530,Subscriber,1986,32,Male
1010,Harborside,Oakland Ave,29288,Subscriber,1994,24,Male
1105,Harborside,Sip Ave,29531,Subscriber,1986,32,Male
342,Harborside,Morris Canal,26305,Subscriber,1989,29,Male
748,Harborside,Paulus Hook,29269,Subscriber,1982,36,Male
393,Harborside,Hamilton Park,26276,Subscriber,1983,35,Male
214,Harborside,Newport PATH,29584,Subscriber,1963,55,Male
265,Harborside,Newport PATH,29538,Subscriber,1990,28,Male
303,Harborside,Dixon Mills,29434,Subscriber,1988,30,Male
248,Harborside,Newport Pkwy,26249,Subscriber,1967,51,Male
1060,Harborside,5 Corners Library,26291,Subscriber,1987,31,Male
204,Harborside,Newport PATH,29609,Subscriber,56,56,Male
373,Harborside,Hamilton Park,33654,Subscriber,1954,64,Male
542,Harborside,Washington St,33664,Subscriber,1988,30,Male
541,Harborside,Washington St,33670,Subscriber,1988,30,Female
273,Harborside,Newport PATH,33662,Customer,1986,32,Male
570,Harborside,Van Vorst Park,26203,Subscriber,1980,38,Male
299,Harborside,Newport PATH,33571,Subscriber,56,56,Male
655,Harborside,Monmouth and 6th,33624,Subscriber,1970,48,Male
268,Harborside,Newport Pkwy,29530,Subscriber,1991,27,Male
818,Harborside,Newark Ave,29604,Subscriber,1969,49,Unknown
771,Harborside,Newark Ave,26189,Subscriber,1992,26,Male
231,Harborside,Grand St,29308,Subscriber,1957,61,Male
164,Harborside,Columbus Drive,29434,Subscriber,1988,30,Male
240,Harborside,Newport PATH,29618,Subscriber,1984,34,Female
174,Harborside,Newport PATH,26189,Subscriber,1990,28,Male
306,Harborside,Newport PATH,33653,Subscriber,1956,62,Male
378,Harborside,Morris Canal,29605,Subscriber,1973,45,Female
265,Harborside,Newport PATH,26171,Subscriber,1990,28,Male
282,Harborside,Newport PATH,26262,Subscriber,1989,29,Male
777,Harborside,McGinley Square,26286,Subscriber,1984,34,Male
116,Harborside,Exchange Place,26256,Subscriber,1992,26,Male
124,Harborside,Exchange Place,29240,Subscriber,1985,33,Male
95,Harborside,Exchange Place,29676,Subscriber,1989,29,Male
342,Harborside,Newport PATH,26153,Subscriber,1991,27,Male
144,Harborside,Exchange Place,26235,Subscriber,1983,35,Male
1161,Harborside,Communipaw & Berry Lane,26299,Subscriber,1992,26,Male
152,Harborside,Exchange Place,29668,Subscriber,1963,55,Male
252,Harborside,Essex Light Rail,33664,Subscriber,1986,32,Male
270,Harborside,Newport PATH,33566,Subscriber,1990,28,Male
369,Harborside,Grove St PATH,29512,Customer,1981,37,Male
401,Harborside,Dixon Mills,26177,Subscriber,1988,30,Male
1444,Harborside,Harborside,26306,Subscriber,1970,48,Male
360,Harborside,Newport PATH,33566,Subscriber,1956,62,Male
358,Harborside,Van Vorst Park,29538,Subscriber,1986,32,Male
242,Harborside,Newport Pkwy,29450,Subscriber,1967,51,Male
378,Harborside,Newport Pkwy,33625,Subscriber,1969,49,Unknown
224,Harborside,Newport PATH,29520,Subscriber,1963,55,Male
199,Harborside,Warren St,33646,Subscriber,1960,60,Male
130,Harborside,Washington St,29593,Subscriber,1989,29,Female
805,Harborside,Newark Ave,29472,Subscriber,1990,28,Male
1180,Harborside,Sip Ave,29514,Subscriber,1986,32,Male
270,Harborside,Newport PATH,29234,Subscriber,1990,28,Male
1130,Harborside,Oakland Ave,26179,Subscriber,1994,24,Male
442,Harborside,Hamilton Park,26306,Subscriber,1983,35,Male
273,Harborside,Newport PATH,33573,Subscriber,1964,54,Male
229,Harborside,Columbus Drive,29512,Subscriber,1982,36,Male
229,Harborside,Newport PATH,29305,Subscriber,1963,55,Male
339,Harborside,City Hall,29214,Subscriber,1967,51,Female
254,Harborside,Grove St PATH,33663,Subscriber,1983,35,Male
719,Harborside,Liberty Light Rail,26230,Subscriber,1986,32,Male
342,Harborside,Newport PATH,29199,Subscriber,1982,36,Male
437,Harborside,Hamilton Park,29259,Subscriber,1970,48,Male
238,Harborside,Newport PATH,26318,Subscriber,56,56,Male
195,Harborside,Washington St,26172,Subscriber,1976,42,Male
350,Harborside,Grove St PATH,29234,Subscriber,1987,31,Male
377,Harborside,Newport PATH,29236,Subscriber,1991,27,Male
2271,Harborside,Pershing Field,29490,Subscriber,1987,31,Male
371,Harborside,Newport PATH,29496,Customer,1986,32,Male
364,Harborside,Newport PATH,29525,Customer,1986,32,Male
527,Harborside,Hamilton Park,33612,Subscriber,1971,47,Male
654,Harborside,Hamilton Park,29288,Subscriber,1974,44,Male
156,Harborside,Warren St,26189,Subscriber,1979,39,Male
194,Harborside,Warren St,29539,Subscriber,1988,30,Female
742,Harborside,McGinley Square,29253,Subscriber,1989,29,Male
311,Harborside,Newport PATH,29596,Subscriber,1982,36,Female
378,Harborside,Hamilton Park,29518,Subscriber,1954,64,Male
303,Harborside,Morris Canal,26224,Subscriber,1969,49,Unknown
288,Harborside,Newport PATH,29577,Subscriber,1986,32,Male
256,Harborside,Newport PATH,26318,Subscriber,1969,49,Unknown
348,Harborside,Morris Canal,33648,Subscriber,1983,35,Female
233,Harborside,Newport PATH,29577,Subscriber,1984,34,Female
195,Harborside,Newport PATH,29640,Subscriber,1990,28,Male
363,Harborside,Van Vorst Park,29582,Subscriber,1969,49,Unknown
302,Harborside,Newport PATH,29485,Subscriber,1989,29,Male
272,Harborside,Newport PATH,26172,Subscriber,1990,28,Male
119,Harborside,Exchange Place,29629,Subscriber,1992,26,Male
372,Harborside,Newport PATH,26208,Subscriber,1991,27,Male
149,Harborside,Warren St,33594,Subscriber,1993,25,Female
132,Harborside,Exchange Place,26200,Subscriber,1988,30,Male
146,Harborside,Exchange Place,29297,Subscriber,1966,52,Male
107,Harborside,Exchange Place,29205,Subscriber,1983,35,Male
371,Harborside,Jersey & 6th St,29639,Subscriber,1991,27,Female
1264,Harborside,Warren St,33665,Subscriber,56,56,Male
284,Harborside,Warren St,29531,Subscriber,1984,34,Male
186,Harborside,Warren St,33604,Subscriber,1952,66,Female
245,Harborside,Newport PATH,29675,Subscriber,1990,28,Male
389,Harborside,Grove St PATH,26260,Subscriber,1982,36,Male
293,Harborside,Morris Canal,31151,Subscriber,1972,46,Male
415,Harborside,Hamilton Park,33588,Subscriber,1982,36,Male
198,Harborside,Paulus Hook,29295,Subscriber,1994,24,Male
2618,Harborside,Grove St PATH,29680,Customer,1969,49,Unknown
2598,Harborside,Grove St PATH,29590,Customer,1969,49,Unknown
457,Harborside,Newark Ave,33682,Subscriber,1988,30,Male
296,Harborside,Newport PATH,29514,Subscriber,56,56,Male
200,Harborside,Columbus Drive,29246,Subscriber,1975,43,Male
209,Harborside,Paulus Hook,33681,Subscriber,1983,35,Male
960,Harborside,Heights Elevator,26246,Subscriber,1969,49,Unknown
763,Harborside,Liberty Light Rail,29290,Subscriber,1986,32,Male
1327,Harborside,Christ Hospital,29274,Subscriber,1969,49,Unknown
331,Harborside,Newark Ave,29235,Subscriber,1990,28,Male
1128,Harborside,Sip Ave,29450,Subscriber,1986,32,Male
348,Harborside,Newport Pkwy,26233,Subscriber,1994,24,Male
397,Harborside,Marin Light Rail,29437,Subscriber,1988,30,Male
717,Harborside,Jersey & 6th St,33607,Subscriber,1983,35,Male
317,Harborside,Newport PATH,33636,Subscriber,1982,36,Male
1509,Harborside,Grove St PATH,29576,Subscriber,56,56,Male
196,Harborside,Warren St,29297,Subscriber,1984,34,Female
327,Harborside,Morris Canal,33594,Subscriber,1975,43,Male
226,Harborside,Newport PATH,29658,Subscriber,1964,54,Male
467,Harborside,Newport PATH,29592,Subscriber,1991,27,Male
277,Harborside,Newport PATH,29295,Subscriber,1980,38,Male
810,Harborside,Hilltop,26251,Subscriber,1987,31,Male
221,Harborside,Newport PATH,29262,Subscriber,1977,41,Male
742,Harborside,Brunswick St,33560,Subscriber,1954,64,Male
269,Harborside,Newport PATH,33568,Subscriber,1991,27,Male
269,Harborside,Newport PATH,29122,Subscriber,1995,23,Female
1700,Harborside,Heights Elevator,29293,Subscriber,1981,37,Male
1694,Harborside,Heights Elevator,29490,Subscriber,1983,35,Female
268,Harborside,Newport PATH,29545,Subscriber,1974,44,Male
356,Harborside,Newport PATH,29262,Customer,1986,32,Male
717,Harborside,Brunswick & 6th,29272,Subscriber,1970,48,Male
285,Harborside,Newport PATH,33648,Customer,1986,32,Male
551,Harborside,Jersey & 3rd,29262,Subscriber,1966,52,Male
116,Harborside,Warren St,29236,Subscriber,1969,49,Unknown
195,Harborside,Washington St,29520,Subscriber,1989,29,Female
283,Harborside,Grand St,33680,Subscriber,1957,61,Male
265,Harborside,Newport PATH,33649,Subscriber,1984,34,Female
244,Harborside,Newport PATH,26233,Subscriber,1990,28,Male
501,Harborside,Van Vorst Park,29237,Subscriber,1969,49,Unknown
302,Harborside,Newport PATH,33571,Subscriber,1956,62,Male
309,Harborside,Newport PATH,29592,Subscriber,1989,29,Male
121,Harborside,Exchange Place,29204,Subscriber,1992,26,Male
186,Harborside,Washington St,29520,Subscriber,1987,31,Male
322,Harborside,Newport PATH,33630,Subscriber,1991,27,Male
103,Harborside,Exchange Place,29623,Subscriber,1989,29,Male
1044,Harborside,Heights Elevator,33612,Subscriber,1978,40,Male
333,Harborside,Newport PATH,29548,Subscriber,1969,49,Unknown
262,Harborside,Newport PATH,25066,Subscriber,1988,30,Male
396,Harborside,Hamilton Park,33635,Subscriber,1983,35,Male
137,Harborside,Exchange Place,26182,Subscriber,1988,30,Male
104,Harborside,Harborside,29121,Subscriber,1967,51,Male
184,Harborside,Grand St,33556,Subscriber,1972,46,Male
244,Harborside,Paulus Hook,29271,Subscriber,1986,32,Male
262,Harborside,Newport PATH,33606,Subscriber,1969,49,Unknown
390,Harborside,Newark Ave,26179,Subscriber,1994,24,Male
493,Harborside,Hamilton Park,33573,Subscriber,1982,36,Male
267,Harborside,Newport PATH,33600,Subscriber,1993,25,Male
443,Harborside,Morris Canal,29675,Subscriber,1982,36,Male
730,Harborside,Liberty Light Rail,29523,Customer,1967,51,Male
616,Harborside,Newport PATH,33573,Customer,1979,39,Male
336,Harborside,Dixon Mills,29446,Subscriber,1988,30,Male
1618,Harborside,Harborside,26279,Subscriber,1949,69,Male
444,Harborside,Newport Pkwy,33660,Subscriber,1970,48,Male
186,Harborside,Exchange Place,33635,Subscriber,1983,35,Male
284,Harborside,Newport PATH,26291,Subscriber,1990,28,Male
369,Harborside,Newark Ave,29579,Subscriber,1973,45,Male
279,Harborside,Grove St PATH,33594,Subscriber,1967,51,Male
259,Harborside,Newport PATH,29660,Subscriber,1985,33,Male
230,Harborside,Paulus Hook,33676,Subscriber,1983,35,Male
186,Harborside,Newport PATH,26291,Subscriber,1960,60,Male
329,Harborside,Newport Pkwy,29675,Subscriber,1969,49,Unknown
456,Harborside,Jersey & 3rd,26279,Subscriber,1977,41,Male
337,Harborside,Newark Ave,26224,Subscriber,1990,28,Male
376,Harborside,Newport Pkwy,33615,Subscriber,1994,24,Male
340,Harborside,Newport PATH,29585,Subscriber,1990,28,Male
1285,Harborside,Sip Ave,29653,Subscriber,1986,32,Male
1450,Harborside,Fairmount Ave,29468,Subscriber,1983,35,Male
936,Harborside,Sip Ave,26190,Customer,1974,44,Female
310,Harborside,Newport PATH,29214,Subscriber,1982,36,Male
97,Harborside,Exchange Place,29301,Subscriber,1994,24,Male
394,Harborside,Newport Pkwy,25330,Subscriber,1991,27,Male
772,Harborside,Liberty Light Rail,29573,Subscriber,1986,32,Male
337,Harborside,Newport PATH,26277,Subscriber,1987,31,Male
95,Harborside,Exchange Place,26215,Subscriber,1995,23,Male
462,Harborside,Newark Ave,26200,Subscriber,1983,35,Male
344,Harborside,Paulus Hook,33670,Subscriber,1981,37,Female
153,Harborside,Paulus Hook,29248,Subscriber,1990,28,Male
370,Harborside,Newport PATH,29121,Subscriber,1992,26,Male
80,Harborside,Harborside,29443,Subscriber,1974,44,Male
847,Harborside,Jersey & 6th St,33594,Subscriber,1974,44,Male
873,Harborside,Hilltop,26175,Subscriber,1987,31,Male
361,Harborside,Hamilton Park,29484,Subscriber,1966,52,Male
252,Harborside,Newport Pkwy,29201,Subscriber,1967,51,Male
253,Harborside,Newport PATH,29598,Subscriber,1988,30,Male
233,Harborside,Newport PATH,33647,Subscriber,1991,27,Male
271,Harborside,Newport PATH,29681,Customer,1986,32,Male
1635,Harborside,Heights Elevator,29443,Subscriber,1983,35,Female
1614,Harborside,Heights Elevator,29283,Subscriber,1981,37,Male
404,Harborside,Washington St,29205,Subscriber,1989,29,Female
260,Harborside,Newark Ave,29617,Subscriber,1969,49,Unknown
346,Harborside,Harborside,33647,Subscriber,1991,27,Male
266,Harborside,Grove St PATH,29511,Subscriber,1971,47,Male
258,Harborside,Newport PATH,29497,Subscriber,1984,34,Female
119,Harborside,Exchange Place,26215,Subscriber,1969,49,Unknown
244,Harborside,Newport PATH,29268,Subscriber,1990,28,Male
418,Harborside,Newport PATH,29280,Subscriber,1989,29,Male
174,Harborside,Washington St,25330,Subscriber,1987,31,Male
295,Harborside,Newport PATH,26184,Subscriber,1991,27,Male
304,Harborside,Newport PATH,26172,Subscriber,1969,49,Unknown
112,Harborside,Exchange Place,33647,Subscriber,1966,52,Male
121,Harborside,Exchange Place,26205,Subscriber,1988,30,Male
91,Harborside,Harborside,26290,Subscriber,1967,51,Male
289,Harborside,Newport PATH,29502,Subscriber,1995,23,Female
161,Harborside,Columbus Drive,29445,Subscriber,1983,35,Male
285,Harborside,Newport PATH,26251,Subscriber,1988,30,Male
226,Harborside,Newport PATH,33611,Subscriber,1969,49,Unknown
397,Harborside,Morris Canal,26221,Subscriber,1973,45,Male
427,Harborside,Jersey & 6th St,29242,Subscriber,1991,27,Female
353,Harborside,Newport Pkwy,32769,Subscriber,1974,44,Male
250,Harborside,Washington St,30987,Subscriber,1991,27,Male
